Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO,Team,Weather Classified
"Tuesday, Sep 12",MIN,Home,TBR,W,3.0,2.0,9.0,76-69,1.0,up 7.5,Varland,Littell,Durán,2.3666666666666667,N,24390.0,0.17,1,,16.7,54.0,309.49605421,0.0,,13.0,0.1111111111111111,MIN,0
"Wednesday, Sep 13",MIN,Home,TBR,L,4.0,5.0,9.0,76-70,1.0,up 7.5,Kelly,Jax,Stephenson,2.8666666666666667,D,18342.0,0.16,-1,,12.2,77.0,309.49605421,0.0,,7.6,0.037037037037037,MIN,0
"Thursday, Sep 14",MIN,@,CHW,W,10.0,2.0,9.0,77-70,1.0,up 8.0,Maeda,Ureña,,2.55,N,13233.0,0.1,1,,16.1,70.0,292.93932770000004,0.0,,9.4,0.037037037037037,MIN,0
"Friday, Sep 15",MIN,@,CHW,W,10.0,2.0,9.0,78-70,1.0,up 8.0,Ober,Scholtens,,2.9333333333333336,N,18001.0,0.07,2,,18.3,63.0,12.939327700000009,0.0,,5.4,0.037037037037037,MIN,1
"Saturday, Sep 16",MIN,@,CHW,L,6.0,7.0,9.0,78-71,1.0,up 7.0,Toussaint,López,Banks,2.7,N,24964.0,0.11,-1,,20.0,68.0,22.939327700000007,0.0,,9.4,0.037037037037037,MIN,1
"Sunday, Sep 17",MIN,@,CHW,W,4.0,0.0,9.0,79-71,1.0,up 7.0,Gray,Cease,,2.5166666666666666,D,17641.0,0.13,1,,17.8,78.0,232.9393277,0.0,,0.0,0.1111111111111111,MIN,1
"Monday, Sep 18",MIN,@,CIN,L,3.0,7.0,9.0,79-72,1.0,up 7.0,Phillips,Ryan,,2.216666666666667,N,15364.0,0.16,-1,,16.7,93.0,237.6572646,0.0,,0.0,0.1851851851851851,MIN,1
"Tuesday, Sep 19",MIN,@,CIN,W,7.0,0.0,9.0,80-72,1.0,up 8.0,Maeda,Cruz,,3.183333333333333,N,24186.0,0.09,1,,13.3,84.0,237.6572646,0.0,,0.0,0.037037037037037,MIN,0
"Wednesday, Sep 20",MIN,@,CIN,W,5.0,3.0,9.0,81-72,1.0,up 9.0,Durán,Díaz,Jax,2.85,D,22306.0,0.08,2,,14.4,84.0,277.6572646,0.0,,5.4,0.1111111111111111,MIN,0
"Friday, Sep 22",MIN,Home,LAA,W,8.0,6.0,9.0,82-72,1.0,up 8.5,López,Daniel,Durán,2.833333333333333,N,32006.0,0.05,3,,22.2,57.0,39.49605421,0.0,,5.4,0.1111111111111111,MIN,2
"Saturday, Sep 23",MIN,Home,LAA,L,0.0,1.0,9.0,82-73,1.0,up 8.5,Rosenberg,Gray,Estévez,2.583333333333333,D,31403.0,0.13,-1,,21.1,73.0,359.49605421,0.0,,7.6,0.2592592592592592,MIN,2
"Sunday, Sep 24",MIN,Home,LAA,W,9.0,3.0,9.0,83-73,1.0,up 9.5,Ryan,Fulmer,,2.5,D,24232.0,0.05,1,,17.8,93.0,339.49605421,3.0,,11.2,0.3333333333333333,MIN,1
"Tuesday, Sep 26",MIN,Home,OAK,W,11.0,3.0,9.0,84-73,1.0,up10.0,Ober,Blackburn,,2.833333333333333,N,22329.0,0.04,2,,16.7,96.0,259.49605421,0.0,,5.4,0.1851851851851851,MIN,1
"Wednesday, Sep 27",MIN,Home,OAK,W,6.0,4.0,9.0,85-73,1.0,up10.0,Keuchel,Jiménez,Jax,3.0,N,20520.0,0.1,3,,17.2,84.0,319.49605421,0.0,,7.6,0.037037037037037,MIN,1
"Thursday, Sep 28",MIN,Home,OAK,L,1.0,2.0,9.0,85-74,1.0,up 9.0,Erceg,Maeda,May,2.716666666666667,D,19466.0,0.07,-1,,18.3,81.0,9.496054209999995,0.0,,7.6,0.074074074074074,MIN,1
"Friday, Sep 29",MIN,@,COL,W,7.0,6.0,9.0,86-74,1.0,up10.0,Funderburk,Kinley,Pagán,2.966666666666667,N,47272.0,0.01,1,,20.8,26.0,101.037509228,0.0,,11.1,0.074074074074074,MIN,2
"Saturday, Sep 30",MIN,@,COL,W,14.0,6.0,9.0,87-74,1.0,up10.0,Paddack,Kauffmann,,2.95,N,40264.0,0.0,2,,20.2,27.0,119.037509228,0.0,,14.8,0.037037037037037,MIN,1
"Sunday, Oct 1",MIN,@,COL,L-wo,2.0,3.0,11.0,87-75,1.0,up 9.0,Hollowell,Luplow,,3.1166666666666667,D,33375.0,0.0,-1,,20.2,32.0,165.037509228,0.0,,24.1,0.1111111111111111,MIN,1
"Thursday, Mar 30",NYM,@,MIA,W,5.0,3.0,9.0,1-0,1.0,Tied,Scherzer,Scott,Robertson,2.7,D,31397.0,0.97,1,,23.3,91.0,351.8678115,0.3,,11.2,0.2592592592592592,NYM,2
"Friday, Mar 31",NYM,@,MIA,L,1.0,2.0,9.0,1-1,2.0,0.5,Luzardo,Peterson,Puk,2.15,N,14797.0,1.07,-1,,22.8,90.0,321.8678115,1.8,,11.2,0.074074074074074,NYM,2
"Saturday, Apr 1",NYM,@,MIA,W,6.0,2.0,9.0,2-1,2.0,0.5,Megill,Nardi,,2.9,D,14695.0,1.01,1,,25.0,62.0,341.8678115,0.0,,18.4,0.1111111111111111,NYM,3
"Sunday, Apr 2",NYM,@,MIA,W,5.0,1.0,9.0,3-1,1.0,up 0.5,Senga,Rogers,,2.6666666666666665,D,18322.0,1.08,2,,23.9,100.0,111.8678115,0.0,,5.4,0.074074074074074,NYM,2
"Monday, Apr 3",NYM,@,MIL,L,0.0,10.0,9.0,3-2,2.0,0.5,Peralta,Carrasco,Wilson,2.6166666666666667,D,42017.0,1.09,-1,,8.3,65.0,51.14629529999999,0.0,,18.4,0.1111111111111111,NYM,0
"Tuesday, Apr 4",NYM,@,MIL,L,0.0,9.0,9.0,3-3,2.0,1.5,Miley,Scherzer,,2.283333333333333,N,19412.0,1.0,-2,,7.2,86.0,251.1462953,0.5,,5.4,0.1481481481481481,NYM,0
"Wednesday, Apr 5",NYM,@,MIL,L-wo,6.0,7.0,9.0,3-4,2.0,2.5,Williams,Ottavino,,2.75,D,18387.0,0.97,-3,,8.9,89.0,351.1462953,0.0,,37.1,0.2962962962962963,NYM,0
"Friday, Apr 7",NYM,Home,MIA,W,9.0,3.0,9.0,4-4,2.0,2.0,Megill,Cabrera,,3.0166666666666666,D,43590.0,1.01,1,2023-04-06 (Rain),15.6,55.0,311.00885818,0.8,,9.4,0.2962962962962963,NYM,0
"Saturday, Apr 8",NYM,Home,MIA,W,5.0,2.0,9.0,5-4,2.0,1.0,Senga,Rogers,Robertson,2.65,D,42306.0,1.02,2,,7.8,34.0,346.00885818,0.0,,5.4,0.1111111111111111,NYM,0
"Sunday, Apr 9",NYM,Home,MIA,L,2.0,7.0,9.0,5-5,2.0,1.0,Scott,Carrasco,,2.8666666666666667,D,33697.0,1.07,-1,,6.1,64.0,196.00885818,0.0,,13.7,0.1111111111111111,NYM,0
"Monday, Apr 10",NYM,Home,SDP,W,5.0,0.0,9.0,6-5,2.0,1.0,Scherzer,Darvish,,2.6333333333333333,N,30244.0,1.02,1,,4.6,87.0,157.00885818,0.0,,11.9,0.037037037037037,NYM,0
"Tuesday, Apr 11",NYM,Home,SDP,L,2.0,4.0,9.0,6-6,2.0,2.0,Weathers,Peterson,Hader,2.85,N,30769.0,1.04,-1,,12.8,47.0,256.00885818,0.0,,7.6,0.037037037037037,NYM,0
"Wednesday, Apr 12",NYM,Home,SDP,W,5.0,2.0,9.0,7-6,2.0,2.0,Megill,Snell,Ottavino,2.85,D,34876.0,0.97,1,,17.8,35.0,266.00885818,0.0,,27.7,0.1111111111111111,NYM,1
"Friday, Apr 14",NYM,@,OAK,W,17.0,6.0,9.0,8-6,2.0,2.0,Santana,Kaprielian,,3.4833333333333334,N,11102.0,1.01,2,,11.1,69.0,205.48883674,0.0,,18.4,0.074074074074074,NYM,0
"Saturday, Apr 15",NYM,@,OAK,W,3.0,2.0,9.0,9-6,2.0,2.0,Smith,Fujinami,Robertson,2.7666666666666666,D,12967.0,1.04,3,,12.2,69.0,225.48883674,0.0,,22.3,0.074074074074074,NYM,0
"Sunday, Apr 16",NYM,@,OAK,W,4.0,3.0,10.0,10-6,2.0,2.0,Yacabonis,Moll,Robertson,3.05,D,17645.0,1.06,4,,10.6,71.0,215.48883674,0.0,,16.6,0.074074074074074,NYM,0
"Monday, Apr 17",NYM,@,LAD,W,8.0,6.0,9.0,11-6,2.0,2.0,Peterson,Vesia,Ottavino,2.833333333333333,N,50313.0,1.17,5,,13.9,81.0,233.5154598,0.0,,5.4,0.037037037037037,NYM,0
"Tuesday, Apr 18",NYM,@,LAD,L,0.0,5.0,9.0,11-7,2.0,3.0,Kershaw,Megill,,2.55,N,46884.0,1.18,-1,,14.4,75.0,333.5154598,0.0,,0.0,0.037037037037037,NYM,0
"Wednesday, Apr 19",NYM,@,LAD,W,5.0,3.0,9.0,12-7,2.0,2.0,Yacabonis,Syndergaard,Ottavino,2.85,D,43990.0,1.1,1,,14.4,67.0,333.5154598,0.0,,0.0,0.074074074074074,NYM,0
"Thursday, Apr 20",NYM,@,SFG,W,9.0,4.0,9.0,13-7,2.0,1.5,Senga,Manaea,,2.5666666666666664,N,24452.0,1.16,2,,12.8,59.0,214.8480534,0.0,,20.5,0.074074074074074,NYM,0
"Friday, Apr 21",NYM,@,SFG,W,7.0,0.0,9.0,14-7,2.0,0.5,Lucchesi,DeSclafani,,2.25,N,27551.0,1.14,3,,14.4,57.0,194.8480534,0.0,,16.6,0.074074074074074,NYM,0
"Saturday, Apr 22",NYM,@,SFG,L,4.0,7.0,9.0,14-8,2.0,0.5,Webb,Peterson,,2.583333333333333,D,29912.0,1.16,-1,,15.6,72.0,194.8480534,0.0,,16.6,0.074074074074074,NYM,0
"Sunday, Apr 23",NYM,@,SFG,L,4.0,5.0,9.0,14-9,2.0,0.5,Alexander,Smith,Doval,2.6166666666666667,D,27721.0,1.16,-2,,15.0,69.0,194.8480534,0.0,,16.6,0.1111111111111111,NYM,0
"Tuesday, Apr 25",NYM,Home,WSN,L,0.0,5.0,9.0,14-10,2.0,2.0,Gray,Buttó,Thompson,2.55,N,20507.0,1.16,-3,,12.8,37.0,246.00885818,0.0,,7.6,0.1111111111111111,NYM,0
"Wednesday, Apr 26",NYM,Home,WSN,L,1.0,4.0,9.0,14-11,2.0,3.0,Gore,Senga,Finnegan,2.8833333333333333,N,20191.0,1.19,-4,,12.2,38.0,346.00885818,0.0,,0.0,0.074074074074074,NYM,0
"Thursday, Apr 27",NYM,Home,WSN,W,9.0,8.0,9.0,15-11,2.0,2.0,Robertson,Thompson,,2.783333333333333,N,20726.0,1.16,1,,11.1,80.0,126.00885818,0.0,,7.6,0.1111111111111111,NYM,0
"Friday, Apr 28",NYM,Home,ATL,L,0.0,4.0,5.0,15-12,2.0,3.0,Fried,Peterson,,1.3833333333333333,N,29240.0,1.34,-1,,11.1,77.0,126.00885818,0.0,,9.4,0.1111111111111111,NYM,0
"Thursday, May 4",NYM,@,DET,L,0.0,2.0,9.0,16-16,2.0,6.0,Rodríguez,Verlander,Lange,2.1,D,18369.0,0.93,-3,,10.3,70.0,168.7729507,0.0,,13.0,0.074074074074074,NYM,0
"Friday, May 5",NYM,Home,COL,W,1.0,0.0,9.0,17-16,2.0,5.0,Senga,Senzatela,Ottavino,2.1666666666666665,N,25854.0,0.93,1,,11.1,80.0,206.00885818,0.1,,7.6,0.6296296296296297,NYM,0
"Saturday, May 6",NYM,Home,COL,L,2.0,5.0,9.0,17-17,2.0,6.0,Gomber,Megill,Johnson,2.6333333333333333,D,35692.0,1.04,-1,,12.2,72.0,346.00885818,0.0,,0.0,0.037037037037037,NYM,0
"Sunday, May 7",NYM,Home,COL,L,6.0,13.0,9.0,17-18,2.0,7.0,Suter,Yacabonis,,3.1,D,36501.0,1.0,-2,,15.6,57.0,346.00885818,0.0,,0.0,0.1111111111111111,NYM,0
"Tuesday, May 9",NYM,@,CIN,L,6.0,7.0,9.0,17-19,3.0,8.0,Weaver,Peterson,Díaz,2.9333333333333336,N,14065.0,0.93,-3,,18.3,90.0,237.6572646,0.0,,0.0,0.1111111111111111,NYM,1
"Wednesday, May 10",NYM,@,CIN,W,2.0,1.0,9.0,18-19,3.0,7.0,Verlander,Greene,Robertson,2.583333333333333,N,14515.0,0.88,1,,14.4,70.0,277.6572646,0.0,,13.0,0.037037037037037,NYM,0
"Thursday, May 11",NYM,@,CIN,L,0.0,5.0,9.0,18-20,4.0,7.5,Lively,Senga,Herget,2.45,D,14855.0,0.94,-1,,12.8,87.0,237.6572646,0.0,,0.0,0.1111111111111111,NYM,0
"Friday, May 12",NYM,@,WSN,W,3.0,2.0,9.0,19-20,3.0,6.5,Megill,Edwards,Smith,3.1666666666666665,N,31904.0,0.93,1,,18.3,78.0,161.05180647,0.0,,9.4,0.074074074074074,NYM,1
"Saturday, May 13",NYM,@,WSN,L,2.0,3.0,9.0,19-21,3.0,6.5,Harvey,Leone,Finnegan,2.5,D,24336.0,1.0,-1,,22.2,73.0,161.05180647,0.0,,9.4,0.1481481481481481,NYM,2
"Sunday, May 14",NYM,@,WSN,W,8.0,2.0,9.0,20-21,3.0,5.5,Scherzer,Irvin,,2.966666666666667,D,21507.0,0.99,1,,18.9,87.0,321.05180647,0.0,,13.0,0.1481481481481481,NYM,1
"Monday, May 15",NYM,@,WSN,L,3.0,10.0,9.0,20-22,4.0,6.5,Corbin,Peterson,,2.5666666666666664,D,15220.0,1.02,-1,,21.1,49.0,31.05180647,0.0,,5.4,0.1481481481481481,NYM,2
"Tuesday, May 16",NYM,Home,TBR,L,5.0,8.0,9.0,20-23,4.0,6.5,Chirinos,Verlander,,2.8166666666666664,N,28296.0,0.86,-2,,19.4,33.0,256.00885818,0.0,,16.6,0.037037037037037,NYM,1
"Wednesday, May 17",NYM,Home,TBR,W-wo,8.0,7.0,10.0,21-23,3.0,6.5,Robertson,Fairbanks,,3.183333333333333,N,29695.0,0.85,1,,21.7,51.0,256.00885818,0.0,,20.5,0.1111111111111111,NYM,2
"Thursday, May 18",NYM,Home,TBR,W,3.0,2.0,9.0,22-23,3.0,6.0,Megill,Littell,Robertson,2.3666666666666667,D,29946.0,0.89,2,,12.8,31.0,316.00885818,0.0,,7.6,0.037037037037037,NYM,0
"Friday, May 19",NYM,Home,CLE,W-wo,10.0,9.0,10.0,23-23,3.0,6.0,Smith,Clase,,3.1333333333333333,N,35010.0,0.9,3,,12.2,72.0,166.00885818,0.0,,13.0,0.037037037037037,NYM,0
"Tuesday, May 23",NYM,@,CHC,L,2.0,7.0,9.0,25-24,2.0,4.5,Smyly,Megill,,2.7666666666666666,N,35958.0,1.16,-1,,20.6,36.0,52.38427116,0.0,,13.0,0.037037037037037,NYM,1
"Wednesday, May 24",NYM,@,CHC,L,2.0,4.0,9.0,25-25,2.0,5.5,Stroman,Senga,Leiter,2.3166666666666664,N,33636.0,1.1,-2,,20.0,45.0,92.38427116,0.0,,11.2,0.037037037037037,NYM,1
"Thursday, May 25",NYM,@,CHC,W,10.0,1.0,9.0,26-25,2.0,5.5,Carrasco,Hendricks,,2.716666666666667,N,35446.0,1.04,1,,13.3,55.0,352.38427116,0.0,,16.6,0.1111111111111111,NYM,0
"Friday, May 26",NYM,@,COL,W,5.0,2.0,9.0,27-25,2.0,4.5,Scherzer,Seabold,Ottavino,2.7666666666666666,N,30288.0,1.14,2,,17.9,52.0,121.037509228,0.0,,20.4,0.1111111111111111,NYM,1
"Saturday, May 27",NYM,@,COL,L,7.0,10.0,9.0,27-26,2.0,4.5,Lawrence,Brigham,Johnson,2.966666666666667,N,36874.0,1.2,-1,,16.0,64.0,110.037509228,0.0,,24.1,0.2962962962962963,NYM,0
"Sunday, May 28",NYM,@,COL,L,10.0,11.0,9.0,27-27,3.0,5.5,Lambert,Nogosek,,2.95,D,47471.0,1.19,-2,,19.0,37.0,137.037509228,0.3,,18.5,0.2592592592592592,NYM,1
"Tuesday, May 30",NYM,Home,PHI,W,2.0,0.0,9.0,28-27,2.0,4.0,Senga,Suárez,Robertson,2.333333333333333,N,36236.0,1.14,1,,16.1,62.0,56.00885818,0.0,,14.8,0.037037037037037,NYM,0
"Wednesday, May 31",NYM,Home,PHI,W,4.0,1.0,9.0,29-27,2.0,4.0,Carrasco,Nola,Robertson,2.4833333333333334,N,39641.0,1.21,2,,14.4,75.0,76.00885818,0.0,,9.4,0.037037037037037,NYM,0
"Thursday, Jun 1",NYM,Home,PHI,W,4.0,2.0,9.0,30-27,2.0,3.5,Scherzer,Walker,Smith,2.533333333333333,D,38302.0,1.24,3,,17.2,75.0,176.00885818,0.0,,5.4,0.037037037037037,NYM,1
"Friday, Jun 2",NYM,Home,TOR,L,0.0,3.0,9.0,30-28,2.0,3.5,Bassitt,Verlander,Romano,2.6,N,42637.0,1.15,-1,,20.0,65.0,346.00885818,0.0,,0.0,0.037037037037037,NYM,1
"Saturday, Jun 3",NYM,Home,TOR,L,1.0,2.0,9.0,30-29,3.0,4.5,Pearson,Robertson,Swanson,2.8,D,37704.0,1.13,-2,,20.6,61.0,26.00885818,0.0,,11.2,0.074074074074074,NYM,1
"Sunday, Jun 4",NYM,Home,TOR,L,4.0,6.0,9.0,30-30,3.0,5.5,Pearson,Leone,Romano,2.783333333333333,D,42169.0,1.07,-3,,14.4,70.0,46.00885818,0.0,,25.9,0.1111111111111111,NYM,0
"Tuesday, Jun 6",NYM,@,ATL,L,4.0,6.0,9.0,30-31,3.0,6.5,Elder,Smith,Iglesias,2.6333333333333333,N,37365.0,1.19,-4,,22.2,84.0,32.35312999999999,0.0,,7.6,0.1111111111111111,NYM,2
"Wednesday, Jun 7",NYM,@,ATL,L,5.0,7.0,9.0,30-32,3.0,7.5,Anderson,Raley,Minter,2.9,N,40178.0,1.05,-5,,20.6,96.0,202.35313,0.0,,5.4,0.037037037037037,NYM,2
"Thursday, Jun 8",NYM,@,ATL,L-wo,10.0,13.0,10.0,30-33,4.0,8.5,Iglesias,Hunter,,3.55,N,39347.0,1.0,-6,,23.3,62.0,202.35313,0.0,,0.0,0.1111111111111111,NYM,2
"Friday, Jun 9",NYM,@,PIT,L,7.0,14.0,9.0,30-34,4.0,9.5,Hill,Megill,,2.7,N,29429.0,0.84,-7,,17.2,45.0,233.4235757,0.0,,11.2,0.1111111111111111,NYM,1
"Saturday, Jun 10",NYM,@,PIT,W,5.0,1.0,9.0,31-34,4.0,9.5,Senga,Oviedo,,2.5166666666666666,D,35290.0,0.79,1,,17.2,48.0,193.4235757,0.0,,7.6,0.074074074074074,NYM,1
"Sunday, Jun 11",NYM,@,PIT,L,1.0,2.0,9.0,31-35,4.0,9.5,Keller,Carrasco,Bednar,2.2666666666666666,D,26770.0,0.85,-1,,17.8,56.0,243.4235757,0.0,,0.0,0.1111111111111111,NYM,1
"Tuesday, Jun 13",NYM,Home,NYY,L,6.0,7.0,9.0,31-36,4.0,9.5,Marinaccio,Walker,King,3.3166666666666664,N,43707.0,0.74,-2,,18.5,98.0,216.00885818,0.4,,18.4,0.2962962962962963,NYM,1
"Wednesday, Jun 14",NYM,Home,NYY,W-wo,4.0,3.0,10.0,32-36,4.0,10.0,Leone,Abreu,,3.283333333333333,N,44121.0,0.69,1,,21.1,49.0,226.00885818,0.0,,5.4,0.074074074074074,NYM,2
"Friday, Jun 16",NYM,Home,STL,W,6.0,1.0,9.0,33-36,4.0,10.5,Megill,Mikolas,,2.0166666666666666,N,33948.0,0.69,2,,22.8,53.0,236.00885818,0.0,,9.4,0.037037037037037,NYM,2
"Saturday, Jun 17",NYM,Home,STL,L,3.0,5.0,9.0,33-37,4.0,11.5,Wainwright,Senga,Hicks,2.7,D,39143.0,0.72,-1,,19.4,71.0,36.008858180000004,0.8,,9.4,0.2962962962962963,NYM,1
"Sunday, Jun 18",NYM,Home,STL,L,7.0,8.0,9.0,33-38,4.0,12.5,VerHagen,Ottavino,Hicks,3.033333333333333,D,43110.0,0.62,-2,,19.4,59.0,346.00885818,0.0,,0.0,0.1111111111111111,NYM,1
"Monday, Jun 19",NYM,@,HOU,W,11.0,1.0,9.0,34-38,4.0,12.0,Scherzer,Brown,,2.6333333333333333,N,33185.0,0.53,1,,29.0,79.0,206.8261586,0.0,,13.0,0.1111111111111111,NYM,3
"Tuesday, Jun 20",NYM,@,HOU,L,2.0,4.0,9.0,34-39,4.0,13.0,Valdez,Verlander,Pressly,2.183333333333333,N,34606.0,0.58,-1,,30.0,75.0,226.8261586,0.0,,5.4,0.1111111111111111,NYM,3
"Wednesday, Jun 21",NYM,@,HOU,L,8.0,10.0,9.0,34-40,4.0,13.5,Maton,Leone,Pressly,3.533333333333333,D,38279.0,0.51,-2,,29.0,79.0,186.8261586,0.0,,7.6,0.037037037037037,NYM,3
"Friday, Jun 23",NYM,@,PHI,L,1.0,5.0,9.0,34-41,4.0,14.0,Walker,Senga,,2.7333333333333334,N,35093.0,0.49,-3,,18.3,90.0,79.92948032,0.0,,14.8,0.1481481481481481,NYM,1
"Saturday, Jun 24",NYM,@,PHI,W,4.0,2.0,9.0,35-41,4.0,14.0,Scherzer,Sánchez,Robertson,2.65,D,43586.0,0.43,1,,21.7,94.0,349.92948032,0.0,,0.0,0.2592592592592592,NYM,2
"Sunday, Jun 25",NYM,@,PHI,L,6.0,7.0,9.0,35-42,4.0,15.0,Hoffman,Brigham,Kimbrel,3.2666666666666666,D,42901.0,0.47,-1,,23.3,85.0,219.92948032,0.0,,9.4,0.2592592592592592,NYM,2
"Monday, Jun 26",NYM,Home,MIL,L,1.0,2.0,9.0,35-43,4.0,16.0,Rea,Smith,Williams,2.75,N,34384.0,0.42,-2,,22.2,84.0,136.00885818,0.0,,9.4,0.074074074074074,NYM,2
"Tuesday, Jun 27",NYM,Home,MIL,W,7.0,2.0,9.0,36-43,4.0,16.0,Peterson,Teheran,,2.6833333333333336,N,35295.0,0.35,1,,23.0,78.0,46.00885818,0.3,,11.2,0.2962962962962963,NYM,2
"Wednesday, Jun 28",NYM,Home,MIL,L,2.0,5.0,9.0,36-44,4.0,17.0,Wilson,Hartwig,Williams,2.95,N,28440.0,0.37,-1,,20.6,84.0,266.00885818,0.3,,5.4,0.2962962962962963,NYM,2
"Thursday, Jun 29",NYM,Home,MIL,L,2.0,3.0,9.0,36-45,4.0,17.5,Houser,McFarland,Williams,2.9,N,30282.0,0.3,-2,,23.9,64.0,346.00885818,0.0,,0.0,0.1111111111111111,NYM,2
"Friday, Jun 30",NYM,Home,SFG,L,4.0,5.0,9.0,36-46,4.0,18.5,Manaea,Robertson,Doval,2.783333333333333,N,30116.0,0.25,-3,,23.9,66.0,346.00885818,0.0,,0.0,0.1111111111111111,NYM,2
"Saturday, Jul 1",NYM,Home,SFG,W,4.0,1.0,9.0,37-46,4.0,18.5,Verlander,DeSclafani,Ottavino,2.1666666666666665,D,34887.0,0.21,1,,23.3,60.0,266.00885818,0.0,,5.4,0.037037037037037,NYM,2
"Sunday, Jul 2",NYM,Home,SFG,W,8.0,4.0,9.0,38-46,4.0,18.5,Hartwig,Wood,,3.283333333333333,N,28473.0,0.25,2,,22.2,82.0,146.00885818,0.0,,13.0,0.1111111111111111,NYM,2
"Tuesday, Jul 4",NYM,@,ARI,W,8.0,5.0,9.0,39-46,4.0,18.0,Scherzer,Castro,Robertson,3.0166666666666666,D,41670.0,0.31,3,,42.8,8.0,260.2508321,0.0,,20.5,0.074074074074074,NYM,3
"Wednesday, Jul 5",NYM,@,ARI,W,2.0,1.0,9.0,40-46,4.0,18.0,Senga,Chafin,Robertson,2.6166666666666667,N,18152.0,0.32,4,,43.3,7.0,280.2508321,0.0,,27.7,0.074074074074074,NYM,3
"Thursday, Jul 6",NYM,@,ARI,W,9.0,0.0,9.0,41-46,4.0,17.5,Carrasco,Nelson,,2.6166666666666667,N,18514.0,0.38,5,,41.1,10.0,230.25083210000005,0.0,,14.8,0.037037037037037,NYM,3
"Friday, Jul 7",NYM,@,SDP,W,7.0,5.0,10.0,42-46,4.0,17.5,Smith,Cosgrove,,3.45,N,42712.0,0.41,6,,17.2,78.0,300.2625247,0.0,,11.2,0.074074074074074,NYM,1
"Saturday, Jul 8",NYM,@,SDP,L,1.0,3.0,9.0,42-47,4.0,18.5,Snell,Peterson,Hader,2.466666666666667,N,42647.0,0.47,-1,,17.8,75.0,310.2625247,0.0,,9.4,0.074074074074074,NYM,1
"Sunday, Jul 9",NYM,@,SDP,L,2.0,6.0,9.0,42-48,4.0,18.5,Musgrove,Scherzer,,2.7,D,42745.0,0.39,-2,,17.8,78.0,270.2625247,0.0,,11.2,0.1111111111111111,NYM,1
"Friday, Jul 14",NYM,Home,LAD,L,0.0,6.0,9.0,42-49,4.0,19.5,Urías,Verlander,,2.8,N,40503.0,0.34,-3,,28.3,68.0,179.00885818,0.0,,5.4,0.037037037037037,NYM,3
"Saturday, Jul 15",NYM,Home,LAD,L,1.0,5.0,9.0,42-50,4.0,19.5,Graterol,Ottavino,,2.85,N,38225.0,0.28,-4,,25.0,74.0,256.00885818,0.0,,5.4,0.1111111111111111,NYM,3
"Sunday, Jul 16",NYM,Home,LAD,W-wo,2.0,1.0,10.0,43-50,4.0,18.5,Robertson,Robertson,,2.783333333333333,N,34805.0,0.23,1,,26.0,100.0,136.00885818,0.0,,7.6,0.1111111111111111,NYM,3
"Tuesday, Jul 18",NYM,Home,CHW,W,11.0,10.0,9.0,44-50,4.0,17.5,Hartwig,Giolito,Robertson,3.466666666666667,N,37109.0,0.24,2,,26.1,77.0,236.00885818,0.0,,9.4,0.037037037037037,NYM,3
"Wednesday, Jul 19",NYM,Home,CHW,W,5.0,1.0,9.0,45-50,4.0,16.5,Verlander,Toussaint,,2.1,N,34873.0,0.26,3,,24.4,85.0,256.00885818,0.0,,7.6,0.037037037037037,NYM,2
"Thursday, Jul 20",NYM,Home,CHW,L,2.0,6.0,9.0,45-51,4.0,17.5,Kopech,Quintana,,2.6166666666666667,D,34751.0,0.33,-1,,23.9,84.0,346.00885818,0.0,,0.0,0.074074074074074,NYM,2
"Friday, Jul 21",NYM,@,BOS,W,5.0,4.0,9.0,46-51,4.0,17.5,Hartwig,Crawford,Robertson,2.95,D,37035.0,0.3,1,,21.7,73.0,85.82575904000001,0.0,,5.4,0.074074074074074,NYM,2
"Saturday, Jul 22",NYM,@,BOS,L,6.0,8.0,9.0,46-52,4.0,17.5,Paxton,Scherzer,Jansen,2.65,N,36505.0,0.31,-1,,18.9,96.0,55.82575904,21.8,,11.2,0.1111111111111111,NYM,1
"Sunday, Jul 23",NYM,@,BOS,L,1.0,6.0,9.0,46-53,4.0,18.5,Murphy,Carrasco,,2.8666666666666667,N,35619.0,0.32,-2,,23.9,69.0,295.82575904,0.0,,5.4,0.1111111111111111,NYM,2
"Tuesday, Jul 25",NYM,@,NYY,W,9.0,3.0,9.0,47-53,4.0,17.5,Verlander,Germán,,3.183333333333333,N,46540.0,0.3,1,,25.0,79.0,134.38233316,0.0,,13.0,0.037037037037037,NYM,3
"Wednesday, Jul 26",NYM,@,NYY,L,1.0,3.0,9.0,47-54,4.0,17.5,Rodón,Quintana,Holmes,2.533333333333333,N,46761.0,0.35,-1,,21.7,84.0,284.38233316000003,0.1,,0.0,0.6296296296296297,NYM,2
"Thursday, Jul 27",NYM,Home,WSN,W,2.0,1.0,9.0,48-54,4.0,17.0,Peterson,Thompson,Raley,2.8,N,32834.0,0.27,1,,25.6,64.0,196.00885818,0.0,,11.2,0.037037037037037,NYM,3
